account_id,customer_id,account_type,credit_limit,open_date,status
ACC_CUST_00043_2,CUST_00043,credit,14299.41,2022-10-04,active
ACC_CUST_00044_0,CUST_00044,loan,77175.3,2021-11-21,active
ACC_CUST_00044_1,CUST_00044,credit,243085.15,2022-03-10,active
ACC_CUST_00045_0,CUST_00045,credit,10308.18,2021-03-10,active
ACC_CUST_00045_1,CUST_00045,loan,46859.16,2020-09-15,active
ACC_CUST_00045_2,CUST_00045,credit,43937.72,2020-09-12,active
ACC_CUST_00046_0,CUST_00046,credit,10350.33,2021-03-19,active
ACC_CUST_00047_0,CUST_00047,credit,11453.17,2022-12-20,active
ACC_CUST_00047_1,CUST_00047,credit,15451.12,2023-11-30,active
ACC_CUST_00048_0,CUST_00048,credit,9758.56,2022-09-19,active
ACC_CUST_00048_1,CUST_00048,credit,18667.12,2022-04-25,active
ACC_CUST_00048_2,CUST_00048,credit,9914.62,2022-08-14,active
ACC_CUST_00049_0,CUST_00049,credit,10066.05,2022-09-25,active
ACC_CUST_00049_1,CUST_00049,credit,18942.77,2022-08-26,active
ACC_CUST_00050_0,CUST_00050,mortgage,945222.0,2021-03-09,active
ACC_CUST_00051_0,CUST_00051,credit,42558.62,2023-04-02,active
ACC_CUST_00052_0,CUST_00052,loan,63598.64,2022-12-20,active
ACC_CUST_00053_0,CUST_00053,credit,14864.65,2023-03-21,active
ACC_CUST_00053_1,CUST_00053,mortgage,868594.41,2021-08-25,active
ACC_CUST_00054_0,CUST_00054,loan,47291.38,2019-03-27,active
ACC_CUST_00054_1,CUST_00054,credit,14584.5,2019-06-20,active
ACC_CUST_00055_0,CUST_00055,credit,26265.29,2022-10-11,active
ACC_CUST_00055_1,CUST_00055,credit,45962.72,2019-10-09,active
ACC_CUST_00055_2,CUST_00055,credit,22654.33,2019-06-13,active
ACC_CUST_00056_0,CUST_00056,credit,13256.84,2023-12-27,active
ACC_CUST_00056_1,CUST_00056,credit,12591.41,2022-08-28,active
ACC_CUST_00056_2,CUST_00056,credit,15199.3,2022-08-23,active
ACC_CUST_00057_0,CUST_00057,credit,27592.47,2022-09-23,active
ACC_CUST_00057_1,CUST_00057,credit,17464.87,2023-05-12,active
ACC_CUST_00058_0,CUST_00058,credit,11329.26,2021-10-17,active
ACC_CUST_00058_1,CUST_00058,credit,12423.77,2020-02-23,active
ACC_CUST_00058_2,CUST_00058,mortgage,1371891.86,2023-12-20,active
ACC_CUST_00059_0,CUST_00059,mortgage,602557.52,2023-01-18,active
ACC_CUST_00059_1,CUST_00059,mortgage,1374652.41,2023-10-21,active
ACC_CUST_00059_2,CUST_00059,credit,27847.61,2023-12-31,active
ACC_CUST_00060_0,CUST_00060,credit,216152.69,2023-01-11,active
ACC_CUST_00060_1,CUST_00060,credit,10107.34,2023-03-22,active
ACC_CUST_00060_2,CUST_00060,credit,14182.74,2023-09-18,active
ACC_CUST_00061_0,CUST_00061,credit,9749.6,2023-03-18,active
ACC_CUST_00061_1,CUST_00061,loan,39481.3,2022-09-25,active
ACC_CUST_00062_0,CUST_00062,credit,8790.66,2023-09-04,active
ACC_CUST_00062_1,CUST_00062,credit,8097.31,2023-07-10,active
ACC_CUST_00062_2,CUST_00062,loan,42526.83,2021-10-05,active
ACC_CUST_00063_0,CUST_00063,credit,18465.69,2023-09-26,active
ACC_CUST_00064_0,CUST_00064,credit,936820.83,2020-12-22,active
ACC_CUST_00064_1,CUST_00064,credit,22771.51,2020-02-27,active
ACC_CUST_00064_2,CUST_00064,mortgage,984604.21,2019-09-06,active
ACC_CUST_00065_0,CUST_00065,credit,10070.47,2021-06-06,active
ACC_CUST_00065_1,CUST_00065,loan,32787.65,2022-04-22,active
ACC_CUST_00065_2,CUST_00065,loan,42314.35,2023-11-20,active
ACC_CUST_00066_0,CUST_00066,credit,14272.56,2022-08-21,active
ACC_CUST_00066_1,CUST_00066,credit,12353.55,2022-01-08,active
ACC_CUST_00066_2,CUST_00066,credit,20974.82,2022-05-19,active
ACC_CUST_00067_0,CUST_00067,credit,14361.86,2020-05-04,active
ACC_CUST_00067_1,CUST_00067,credit,23211.56,2022-05-20,active
ACC_CUST_00067_2,CUST_00067,credit,25237.29,2023-07-23,active
ACC_CUST_00068_0,CUST_00068,credit,9474.23,2022-10-05,active
ACC_CUST_00069_0,CUST_00069,credit,15189.74,2023-10-07,active
ACC_CUST_00070_0,CUST_00070,loan,47576.59,2023-08-13,active
ACC_CUST_00071_0,CUST_00071,credit,13221.12,2020-04-14,active
ACC_CUST_00072_0,CUST_00072,credit,11902.03,2022-03-08,active
ACC_CUST_00072_1,CUST_00072,credit,13284.55,2022-02-20,active
ACC_CUST_00072_2,CUST_00072,credit,13574.39,2023-10-22,active
ACC_CUST_00073_0,CUST_00073,loan,96807.5,2022-05-14,active
ACC_CUST_00073_1,CUST_00073,loan,64456.69,2023-10-16,active
ACC_CUST_00074_0,CUST_00074,credit,11824.14,2021-08-16,active
ACC_CUST_00074_1,CUST_00074,credit,24713.64,2021-03-24,active
ACC_CUST_00075_0,CUST_00075,credit,21665.79,2021-01-15,active
ACC_CUST_00076_0,CUST_00076,mortgage,1774020.0,2021-10-26,active
ACC_CUST_00077_0,CUST_00077,credit,19389.71,2020-11-08,active
ACC_CUST_00077_1,CUST_00077,credit,70012.94,2020-06-11,active
ACC_CUST_00078_0,CUST_00078,loan,677007.49,2023-03-29,active
ACC_CUST_00078_1,CUST_00078,credit,118985.51,2023-06-10,active
ACC_CUST_00078_2,CUST_00078,mortgage,507911.38,2021-06-18,active
ACC_CUST_00079_0,CUST_00079,credit,29684.64,2020-10-19,active
ACC_CUST_00080_0,CUST_00080,loan,690306.98,2022-11-19,active
ACC_CUST_00080_1,CUST_00080,loan,40310.78,2022-10-17,active
ACC_CUST_00081_0,CUST_00081,credit,21789.43,2022-02-17,active
ACC_CUST_00082_0,CUST_00082,mortgage,1072918.57,2022-01-06,active
ACC_CUST_00082_1,CUST_00082,credit,16371.9,2022-07-15,active
ACC_CUST_00082_2,CUST_00082,mortgage,2749798.38,2022-10-03,active
ACC_CUST_00083_0,CUST_00083,loan,75370.94,2023-04-30,active
ACC_CUST_00083_1,CUST_00083,loan,34178.38,2023-03-18,active
ACC_CUST_00083_2,CUST_00083,mortgage,551660.45,2022-11-04,active
ACC_CUST_00084_0,CUST_00084,credit,19819.72,2021-04-10,active
ACC_CUST_00084_1,CUST_00084,loan,39485.23,2022-03-12,active
ACC_CUST_00084_2,CUST_00084,loan,33905.84,2023-07-26,active
ACC_CUST_00085_0,CUST_00085,credit,24053.89,2022-05-27,active
ACC_CUST_00085_1,CUST_00085,credit,12831.08,2021-10-06,active
ACC_CUST_00085_2,CUST_00085,credit,8453.45,2022-07-17,active
ACC_CUST_00086_0,CUST_00086,credit,22732.45,2023-01-16,active
ACC_CUST_00086_1,CUST_00086,credit,14003.55,2022-08-11,active
ACC_CUST_00087_0,CUST_00087,credit,41053.34,2022-08-15,active
ACC_CUST_00087_1,CUST_00087,loan,42962.83,2023-01-06,active
ACC_CUST_00087_2,CUST_00087,credit,17762.59,2023-12-21,active
ACC_CUST_00088_0,CUST_00088,credit,27660.44,2023-04-06,active
ACC_CUST_00088_1,CUST_00088,credit,16203.7,2023-02-06,active
ACC_CUST_00088_2,CUST_00088,credit,17994.41,2022-02-25,active
ACC_CUST_00089_0,CUST_00089,loan,41691.86,2022-07-21,active
ACC_CUST_00089_1,CUST_00089,credit,9966.5,2023-02-08,active
ACC_CUST_00090_0,CUST_00090,credit,211919.23,2020-08-05,active
ACC_CUST_00090_1,CUST_00090,loan,187996.51,2019-08-28,active
ACC_CUST_00091_0,CUST_00091,credit,12789.08,2022-11-02,active
ACC_CUST_00091_1,CUST_00091,credit,15676.42,2023-02-27,active
ACC_CUST_00092_0,CUST_00092,loan,150079.16,2023-08-29,active
ACC_CUST_00093_0,CUST_00093,mortgage,3992655.54,2021-09-19,active
ACC_CUST_00093_1,CUST_00093,credit,13458.13,2022-09-15,active
ACC_CUST_00094_0,CUST_00094,credit,37169.45,2023-08-26,active
ACC_CUST_00094_1,CUST_00094,credit,14178.17,2022-02-28,active
ACC_CUST_00094_2,CUST_00094,credit,16116.24,2023-03-14,active
ACC_CUST_00095_0,CUST_00095,credit,96321.98,2019-08-06,active
ACC_CUST_00095_1,CUST_00095,credit,15607.75,2020-02-08,active
ACC_CUST_00096_0,CUST_00096,loan,54024.83,2022-03-10,active
ACC_CUST_00096_1,CUST_00096,credit,10400.56,2022-05-24,active
ACC_CUST_00096_2,CUST_00096,credit,17036.58,2023-09-12,active
ACC_CUST_00097_0,CUST_00097,loan,36712.31,2021-12-10,active
ACC_CUST_00097_1,CUST_00097,credit,9125.3,2023-06-18,active
ACC_CUST_00098_0,CUST_00098,credit,10832.09,2023-01-03,active
ACC_CUST_00098_1,CUST_00098,credit,10297.99,2021-04-10,active
ACC_CUST_00098_2,CUST_00098,mortgage,659962.14,2022-11-16,active
ACC_CUST_00099_0,CUST_00099,credit,42097.89,2023-10-30,active
ACC_CUST_00099_1,CUST_00099,credit,8680.19,2022-12-27,active
ACC_CUST_00100_0,CUST_00100,credit,66182.22,2019-03-23,active
ACC_CUST_00100_1,CUST_00100,credit,11947.14,2023-08-08,active
ACC_CUST_00100_2,CUST_00100,credit,10428.9,2022-03-22,active
ACC_CUST_00101_0,CUST_00101,credit,13832.36,2022-06-28,active
ACC_CUST_00101_1,CUST_00101,credit,10950.3,2021-12-11,active
ACC_CUST_00101_2,CUST_00101,loan,81532.71,2022-08-27,active
ACC_CUST_00102_0,CUST_00102,credit,18565.24,2022-04-20,active
ACC_CUST_00103_0,CUST_00103,credit,11724.76,2020-03-20,active
ACC_CUST_00103_1,CUST_00103,credit,26303.94,2020-09-30,active
ACC_CUST_00104_0,CUST_00104,credit,11540.41,2020-10-18,active
ACC_CUST_00104_1,CUST_00104,credit,9305.24,2022-01-28,active
ACC_CUST_00104_2,CUST_00104,credit,10420.27,2020-12-09,active
ACC_CUST_00105_0,CUST_00105,credit,11735.55,2023-05-18,active
ACC_CUST_00105_1,CUST_00105,credit,10299.03,2021-01-29,active
ACC_CUST_00105_2,CUST_00105,loan,51393.98,2021-08-10,active
ACC_CUST_00106_0,CUST_00106,credit,9631.03,2023-12-04,active
ACC_CUST_00106_1,CUST_00106,credit,8571.87,2023-06-23,active
ACC_CUST_00107_0,CUST_00107,loan,36269.37,2023-08-06,active
ACC_CUST_00108_0,CUST_00108,credit,8728.7,2023-12-29,active
ACC_CUST_00109_0,CUST_00109,credit,18307.7,2022-09-24,active
ACC_CUST_00109_1,CUST_00109,credit,9850.75,2021-07-22,active
ACC_CUST_00110_0,CUST_00110,credit,61767.18,2023-03-30,active
ACC_CUST_00110_1,CUST_00110,credit,15366.86,2022-12-09,active
ACC_CUST_00110_2,CUST_00110,loan,139660.48,2023-01-10,active
ACC_CUST_00111_0,CUST_00111,credit,16839.82,2023-04-07,active
ACC_CUST_00112_0,CUST_00112,credit,17063.96,2020-09-22,active
ACC_CUST_00112_1,CUST_00112,credit,18025.48,2019-09-01,active
ACC_CUST_00112_2,CUST_00112,credit,18656.65,2019-10-14,active
ACC_CUST_00113_0,CUST_00113,credit,12652.66,2023-11-05,active
ACC_CUST_00113_1,CUST_00113,credit,40886.85,2022-11-26,active
ACC_CUST_00114_0,CUST_00114,mortgage,1258928.17,2020-06-29,active
ACC_CUST_00114_1,CUST_00114,credit,16379.89,2020-03-05,active
ACC_CUST_00114_2,CUST_00114,credit,104848.62,2020-04-29,active
ACC_CUST_00115_0,CUST_00115,credit,8216.0,2023-07-04,active
ACC_CUST_00115_1,CUST_00115,credit,31949.3,2023-11-06,active
ACC_CUST_00115_2,CUST_00115,loan,54982.68,2023-08-07,active
ACC_CUST_00116_0,CUST_00116,loan,55423.27,2020-09-02,active
ACC_CUST_00117_0,CUST_00117,credit,25911.38,2023-01-25,active
ACC_CUST_00117_1,CUST_00117,credit,58444.82,2023-11-21,active
ACC_CUST_00118_0,CUST_00118,credit,10309.9,2022-05-07,active
ACC_CUST_00119_0,CUST_00119,credit,32413.07,2023-04-02,active
ACC_CUST_00119_1,CUST_00119,credit,29045.36,2023-09-08,active
ACC_CUST_00119_2,CUST_00119,credit,15492.44,2023-05-31,active
ACC_CUST_00120_0,CUST_00120,credit,12514.84,2023-04-29,active
ACC_CUST_00120_1,CUST_00120,credit,20728.46,2022-08-07,active
ACC_CUST_00120_2,CUST_00120,credit,16575.08,2021-01-30,active
ACC_CUST_00121_0,CUST_00121,credit,12453.62,2019-07-19,active
ACC_CUST_00122_0,CUST_00122,loan,46837.11,2022-10-21,active
ACC_CUST_00123_0,CUST_00123,credit,15448.39,2023-04-25,active
ACC_CUST_00123_1,CUST_00123,credit,10410.15,2023-12-08,active
ACC_CUST_00123_2,CUST_00123,credit,15703.27,2023-08-29,active
ACC_CUST_00124_0,CUST_00124,credit,10171.91,2021-06-10,active
ACC_CUST_00125_0,CUST_00125,credit,89027.44,2019-05-31,active
ACC_CUST_00126_0,CUST_00126,credit,16249.57,2023-07-06,active
ACC_CUST_00126_1,CUST_00126,credit,17669.5,2021-04-29,active
ACC_CUST_00127_0,CUST_00127,loan,83728.14,2022-04-09,active
ACC_CUST_00128_0,CUST_00128,credit,9154.09,2022-09-04,active
ACC_CUST_00128_1,CUST_00128,credit,8346.64,2023-01-20,active
ACC_CUST_00129_0,CUST_00129,credit,27831.63,2022-01-29,active
ACC_CUST_00129_1,CUST_00129,loan,46757.82,2022-02-13,active
ACC_CUST_00129_2,CUST_00129,credit,437322.63,2023-09-20,active
ACC_CUST_00130_0,CUST_00130,credit,8487.09,2019-11-25,active
ACC_CUST_00130_1,CUST_00130,credit,8779.88,2020-11-07,active
ACC_CUST_00130_2,CUST_00130,credit,9053.02,2023-02-15,active
ACC_CUST_00131_0,CUST_00131,credit,8252.95,2022-03-04,active
ACC_CUST_00132_0,CUST_00132,credit,22953.86,2022-05-09,active
ACC_CUST_00133_0,CUST_00133,credit,21555.01,2020-11-05,active
ACC_CUST_00133_1,CUST_00133,credit,31996.88,2021-02-14,active
ACC_CUST_00134_0,CUST_00134,credit,18135.47,2022-10-28,active
ACC_CUST_00134_1,CUST_00134,mortgage,1149280.35,2023-05-13,active
ACC_CUST_00135_0,CUST_00135,loan,42073.65,2023-11-04,active
ACC_CUST_00135_1,CUST_00135,credit,10584.55,2023-03-24,active
ACC_CUST_00135_2,CUST_00135,credit,10133.51,2021-03-31,active
ACC_CUST_00136_0,CUST_00136,credit,14463.0,2022-05-31,active
ACC_CUST_00136_1,CUST_00136,credit,26831.43,2021-06-10,active
ACC_CUST_00136_2,CUST_00136,loan,65906.05,2022-10-26,active
ACC_CUST_00137_0,CUST_00137,loan,94933.47,2023-08-21,active
ACC_CUST_00137_1,CUST_00137,credit,34442.81,2023-07-29,active
ACC_CUST_00137_2,CUST_00137,credit,9932.52,2022-07-23,active
ACC_CUST_00138_0,CUST_00138,mortgage,900683.32,2021-12-12,active
ACC_CUST_00138_1,CUST_00138,credit,20763.76,2021-10-11,active
ACC_CUST_00138_2,CUST_00138,credit,53855.16,2023-05-27,active
ACC_CUST_00139_0,CUST_00139,mortgage,1105530.13,2022-03-14,active
ACC_CUST_00140_0,CUST_00140,loan,51412.47,2023-04-22,active
ACC_CUST_00140_1,CUST_00140,credit,55120.33,2022-02-25,active
ACC_CUST_00141_0,CUST_00141,credit,30166.58,2023-08-28,active
ACC_CUST_00142_0,CUST_00142,credit,24018.73,2021-06-08,active
ACC_CUST_00142_1,CUST_00142,credit,454252.86,2022-03-08,active
ACC_CUST_00143_0,CUST_00143,mortgage,1103451.45,2023-01-28,active
ACC_CUST_00143_1,CUST_00143,loan,52175.01,2023-04-28,active
ACC_CUST_00143_2,CUST_00143,credit,22735.46,2023-02-08,active
ACC_CUST_00144_0,CUST_00144,loan,34537.62,2022-05-03,active
ACC_CUST_00144_1,CUST_00144,loan,55247.33,2023-09-06,active
ACC_CUST_00144_2,CUST_00144,credit,37020.65,2022-02-28,active
ACC_CUST_00145_0,CUST_00145,loan,35150.11,2022-06-02,active
ACC_CUST_00145_1,CUST_00145,credit,9760.54,2023-12-30,active
ACC_CUST_00146_0,CUST_00146,credit,37702.37,2023-07-19,active
ACC_CUST_00146_1,CUST_00146,credit,17053.15,2023-06-01,active
ACC_CUST_00146_2,CUST_00146,mortgage,3827989.79,2023-06-11,active
ACC_CUST_00147_0,CUST_00147,credit,1058747.57,2023-04-16,active
ACC_CUST_00147_1,CUST_00147,credit,20299.0,2021-11-14,active
ACC_CUST_00147_2,CUST_00147,credit,51647.01,2021-11-16,active
ACC_CUST_00148_0,CUST_00148,loan,818973.83,2023-02-19,active
ACC_CUST_00148_1,CUST_00148,credit,13126.1,2022-09-17,active
ACC_CUST_00149_0,CUST_00149,credit,138486.61,2022-09-17,active
ACC_CUST_00150_0,CUST_00150,credit,16129.44,2021-10-03,active
ACC_CUST_00150_1,CUST_00150,credit,16472.47,2021-01-10,active
ACC_CUST_00151_0,CUST_00151,credit,11219.53,2023-06-23,active
ACC_CUST_00152_0,CUST_00152,credit,15960.86,2019-12-01,active
ACC_CUST_00152_1,CUST_00152,credit,16894.04,2022-10-25,active
ACC_CUST_00153_0,CUST_00153,credit,34359.23,2020-08-15,active
ACC_CUST_00153_1,CUST_00153,credit,11266.92,2021-05-14,active
ACC_CUST_00153_2,CUST_00153,mortgage,3551318.7,2021-04-13,active
ACC_CUST_00154_0,CUST_00154,credit,8806.59,2022-07-11,active
ACC_CUST_00154_1,CUST_00154,credit,12188.26,2022-04-25,active
ACC_CUST_00155_0,CUST_00155,loan,43706.03,2023-03-19,active
ACC_CUST_00155_1,CUST_00155,credit,16396.84,2022-03-21,active
ACC_CUST_00155_2,CUST_00155,credit,12674.33,2022-04-23,active
ACC_CUST_00156_0,CUST_00156,credit,9359.67,2021-06-11,active
ACC_CUST_00157_0,CUST_00157,mortgage,1338273.38,2022-12-29,active
ACC_CUST_00157_1,CUST_00157,credit,13414.39,2022-12-25,active
ACC_CUST_00157_2,CUST_00157,credit,10702.0,2022-05-19,active
ACC_CUST_00158_0,CUST_00158,credit,17017.9,2022-08-07,active
ACC_CUST_00158_1,CUST_00158,credit,20409.58,2021-10-31,active
ACC_CUST_00159_0,CUST_00159,mortgage,648860.55,2020-06-04,active
ACC_CUST_00159_1,CUST_00159,credit,36324.67,2022-02-28,active
ACC_CUST_00159_2,CUST_00159,loan,50263.63,2023-02-04,active
ACC_CUST_00160_0,CUST_00160,credit,10087.59,2019-10-09,active
ACC_CUST_00161_0,CUST_00161,credit,15747.68,2022-07-27,active
ACC_CUST_00161_1,CUST_00161,credit,15632.9,2023-02-23,active
ACC_CUST_00161_2,CUST_00161,loan,137839.8,2023-06-10,active
ACC_CUST_00162_0,CUST_00162,mortgage,1198308.66,2022-07-11,active
ACC_CUST_00162_1,CUST_00162,credit,14355.21,2022-04-25,active
ACC_CUST_00162_2,CUST_00162,mortgage,1245462.27,2021-06-01,active
ACC_CUST_00163_0,CUST_00163,credit,13098.45,2021-09-09,active
ACC_CUST_00163_1,CUST_00163,credit,24177.78,2021-08-25,active
ACC_CUST_00164_0,CUST_00164,credit,13520.27,2023-12-04,active
ACC_CUST_00164_1,CUST_00164,credit,14655.73,2023-12-18,active
ACC_CUST_00164_2,CUST_00164,credit,11430.42,2023-10-05,active
ACC_CUST_00165_0,CUST_00165,credit,12159.36,2023-11-19,active
ACC_CUST_00165_1,CUST_00165,mortgage,628515.67,2023-02-06,active
ACC_CUST_00165_2,CUST_00165,loan,40769.19,2023-03-10,active
ACC_CUST_00166_0,CUST_00166,credit,10620.58,2022-12-11,active
ACC_CUST_00167_0,CUST_00167,credit,16435.77,2023-03-09,active
ACC_CUST_00168_0,CUST_00168,credit,9545.39,2022-01-16,active
ACC_CUST_00168_1,CUST_00168,credit,410153.61,2023-01-21,active
ACC_CUST_00169_0,CUST_00169,credit,16218.67,2023-01-12,active
ACC_CUST_00169_1,CUST_00169,credit,33940.6,2023-03-28,active
ACC_CUST_00170_0,CUST_00170,mortgage,1302468.72,2021-11-09,active
ACC_CUST_00171_0,CUST_00171,credit,16360.24,2021-10-23,active
ACC_CUST_00171_1,CUST_00171,credit,10251.83,2023-11-06,active
ACC_CUST_00171_2,CUST_00171,credit,18534.25,2023-09-12,active
ACC_CUST_00172_0,CUST_00172,credit,14081.35,2023-07-21,active
ACC_CUST_00172_1,CUST_00172,loan,45702.47,2023-03-09,active
ACC_CUST_00172_2,CUST_00172,credit,22841.73,2022-12-31,active
ACC_CUST_00173_0,CUST_00173,credit,10951.99,2021-04-21,active
ACC_CUST_00174_0,CUST_00174,credit,12687.48,2021-12-12,active
ACC_CUST_00174_1,CUST_00174,mortgage,684545.0,2023-10-09,active
ACC_CUST_00174_2,CUST_00174,credit,10697.86,2023-08-10,active
ACC_CUST_00175_0,CUST_00175,loan,74520.85,2022-12-22,active
ACC_CUST_00175_1,CUST_00175,credit,50269.38,2021-12-14,active
ACC_CUST_00175_2,CUST_00175,credit,40866.39,2022-06-21,active
ACC_CUST_00176_0,CUST_00176,credit,13960.67,2023-05-05,active
ACC_CUST_00176_1,CUST_00176,mortgage,20454105.17,2023-01-23,active
ACC_CUST_00177_0,CUST_00177,credit,33048.17,2023-02-20,active
